"Acad_Group","Acad_Prog","Prog_Eff_Date","Acad_Plan","Eff_Date","Status","Descr","Short_Desc","Plan_Owner","Pct_Owned"
"ARTS","MASAH","10/11/2016","MARTSAH","10/11/2016","A","M. Arts(Stud. in Art History)","M.A(SAH)","Arts FAO","100.000"
"ARTS","MATTC","01/01/2015","MARTTTC","01/01/2015","A","M. Arts(Transl & Transc Comm)","M.A(TTC)","Arts FAO","100.000"
"ARTS","MCOGS","14/01/2005","MCOGSCI","14/01/2005","I","M.Cognitive Science","M.CogSci","H&SS FO","100.000"
"ARTS","MENMG","01/01/2015","MENVMGT","01/01/2010","I","M.Int Environmental Mgt","M.IntEnvMg","H&SS FAO","100.000"
"ARTS","MENMG","01/01/2015","MENVMGTS","01/01/2015","A","M.Int Environ Mgmt(Singapore)","M.InEnM(S)","Arts FAO","100.000"
"ARTS","MENPM","01/01/2015","MENVP&MGT","02/01/2015","A","M.Env Policy and Management","M.EnP&M","Arts FAO","100.000"
"ARTS","MENVS","01/01/2010","MENVST","01/01/2010","I","M.Environmental Studies","M.EnvSt","H&SS FAO","100.000"
"ARTS","MENVS","01/01/2010","MENVSTP98","14/01/2005","I","M.Environmental Stud-pre 1998","M.EnvSt-pr","H&SS FO","100.000"
"ARTS","MENVS","01/01/2010","MENVSTS","01/01/2010","I","M.Environ Studies (Singapore)","M.EnvS (S)","H&SS FAO","100.000"
"ARTS","MEPM","01/01/2015","MENVP&M","01/01/2015","A","M.Env Policy & Management","M.EP&M","Arts FAO","100.000"
"ARTS","MEPMA","01/01/2015","MENVP&MAP","01/01/2015","A","M.Env Policy & Management(App)","M.EP&M(Ap)","Arts FAO","100.000"
"ARTS","MFS","01/01/2015","MFOODST","01/01/2015","A","M.Arts (Food Studies)","M.A FoodSt","Arts FAO","100.000"
"ARTS","MLOGI","14/01/2005","MLOGIC","14/01/2005","I","M.Logic","M.Logic","H&SS FO","100.000"
"ARTS","MSIS","01/01/2015","MSIS","01/01/2015","A","M.Spatial Information Science","M.SIS","Arts FAO","100.000"
"ARTS","MSOCS","01/04/2000","MSOCSCI","01/01/1901","I","M.Social Sciences","M.SocSc","H&SS FO","100.000"
"ARTS","NACAP","01/01/2015","NAWDCAP","01/01/2009","I","Community Access Program","Com Access","H&SS FAO","100.000"
"ARTS","PCAAN","14/01/2005","PCAPPLANTH","14/01/2005","I","PCert.App Anthro","PCert.ApAn","H&SS FO","100.000"
"ARTS","PCART","01/01/2015","PCARTHIST","01/01/2015","A","PCert.Art History","PCert.ArtH","Arts FAO","100.000"
"ARTS","PCEPM","01/01/2015","PCENVP&M","01/01/2015","A","PCert.Env Policy & Management","PC.EP&M","Arts FAO","100.000"
"ARTS","PCFS","01/01/2015","PCFOODST","01/01/2015","A","PCert.Food Studies","PC.Food St","Arts FAO","100.000"
"ARTS","PCGAS","01/01/2015","PCGASTRON","01/01/2015","A","Le Cordon Bleu Prof.Cert.Gast.","LCBPrC.Gas","Arts FAO","100.000"
"BRED","DBA","01/01/2015","DBUSADMIN","01/01/2015","A","Doctor of Business Admin","D.Bus.Admi","Business","100.000"
"BRED","DMED","01/01/2017","DMEDICINE","01/01/2017","A","Doctor of Medicine","DMED","HlthMedSci","100.000"
"BRED","DRCDR","01/01/2017","DRCLINDRES","01/01/2017","A","D.Clinical Dentistry-Research","D.ClinDRes","AdlDentSch","100.000"
"BRED","DRDES","01/01/2017","DRDSC","01/01/2017","A","D.Dental Science","D.DentSc","AdlDentSch","100.000"
"BRED","DRED","05/09/2012","DREDUC","06/09/2012","A","D. Education","Ed.D","Sch Educ","100.000"
"BRED","DREDU","27/06/2016","DRED","27/06/2016","A","D.Education","D.Ed","Sch Educ","100.000"
"BRED","DRENG","01/01/2017","DRENG","01/01/2017","A","D.Engineering","D.Eng","ECMS Srvcs","100.000"
"BRED","DRHS","01/01/2017","DHLTHSC","01/01/2017","A","Doctor of Health Sciences","D.Hlth Sc","HlthMedSci","100.000"
"BRED","DRLAW","01/04/2000","LLD","01/04/2000","I","D.Laws","D.Laws","Law Office","100.000"
"BRED","DRLET","01/01/2015","DRLITT","01/01/2015","A","D.Letters","D.Litt","Arts FAO","100.000"
"BRED","DRLWS","01/01/2017","LLDSS","01/01/2017","A","D.Laws by Scholarly Study","D.Laws-ss","AdlLawSch","100.000"
"BRED","DRLWT","01/01/2017","LLDTH","01/01/2017","A","D.Laws by Thesis","D.Laws-th","AdlLawSch","100.000"
"BRED","DRMCS","01/01/2017","DRSCM&CS","01/01/2017","A","D.Science - EC&MS","D.Sc-EC&MS","ECMS Srvcs","100.000"
"BRED","DRMED","01/01/2017","MD","01/01/2017","A","D.Medicine","D.Med","HlthMedSci","100.000"
"BRED","DRMUS","01/01/2006","DRMUS","01/01/2006","A","D.Mus","D.Mus","Music","100.000"
"BRED","DRNRS","01/01/2017","DRCLINST","01/01/2017","A","D.Clinical Studies","D.Clin St","HlthMedSci","100.000"
"BRED","DRNRS","01/01/2017","DRNRSING","01/01/2017","A","D.Nursing","D.Nursing","HlthMedSci","100.000"
"BRED","DRNUR","01/01/2017","DRNURS","01/01/2017","A","D.Nursing","D.Nursing","AdlNursSch","100.000"
"BRED","DRSC","01/01/2006","DRSCIENCE","01/06/2013","A","D.Science - Sciences","D.Sc - Sci","Sci Gen","100.000"
"BRED","MAGSC","10/07/2012","MAGSC","10/07/2012","A","M.Agricultural Science","M.AgSc","Sci Off","100.000"
"BRED","MAPSA","01/01/2005","MAPSC","01/01/2005","I","M.App Science - ANRS","M.AppSc","Ag Office","100.000"
"BRED","MAPSE","01/01/2017","MAPPSCRES","29/06/2002","I","M.App Science - Research","M.AppSc-r","Eng Office","100.000"
"BRED","MAPSE","01/01/2017","MAPSCHEM","01/01/2017","A","M.ApScR in Chemical Eng","M.ASR Chem","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSCIVIL","01/01/2017","A","M.ApScR in Civ & Env Eng","M.ASR-C&E","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSCOMP","01/01/2017","A","M.ApScR in Computer Eng","M.ASR-Comp","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSELEC","01/01/2017","A","M.ApScR in Electrical Eng","M.ASR-Elec","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSENV","01/01/2017","A","M.ApScR in Environmental Eng","M.ASR-EnvE","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSETRON","01/01/2017","A","M.ApScR in Electronic Eng","M.ASR-Eron","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSMECH","01/01/2017","A","M.ApScR in Mechanical Eng","M.ASR-Mech","ECMS Srvcs","100.000"
"BRED","MAPSE","01/01/2017","MAPSP&R","01/01/2005","I","M.ApScR in Proc & Res Eng","M.ASR-P&R","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MAPPSCMIXR","30/06/2002","I","M.App Science - 2/3 research","M.ASM-2/3r","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASCIVIL","30/06/2002","I","M.ApScM in Civil Engineering","M.ASM-Civ","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASCOMP","30/06/2002","I","M.ApScM in Computer Eng","M.ASM-Comp","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASELEC","30/06/2002","I","M.ApScM in Electrical Eng","M.ASm-Elec","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASENV","30/06/2002","I","M.ApScM in Environmental Eng","M.ASM-EnvE","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASETRON","30/06/2002","I","M.ApScM in Electronic Eng","M.ASM-Eron","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASMECH","30/06/2002","I","M.ApScM in Mechanical Eng","M.ASM-Mech","Eng Office","100.000"
"BRED","MAPSM","30/06/2002","MASP&R","30/06/2002","I","M.ApScM in Proc & Res Eng","M.ASM-P&R","Eng Office","100.000"
"BRED","MAPSR","10/07/2012","MAPSCAG","10/07/2012","A","M.App Sc in Agriculture","M.ApSc-Ag","Sci Off","100.000"
"BRED","MAPSR","10/07/2012","MAPSCBIOM","10/07/2012","A","M.App Sc in Biometrics","M.ApSc-Bm","Sci Gen","100.000"
"BRED","MAPSR","10/07/2012","MAPSCNATR","10/07/2012","A","M.App Sc in Natural Resources","M.ApSc-NR","Sci Off","100.000"
"BRED","MAPSR","10/07/2012","MAPSCOEN","01/01/1901","I","M.App Sc in Oenology","M.ApSc-Oe","Ag Office","100.000"
"BRED","MAPSR","10/07/2012","MAPSCVIT","01/01/1901","I","M.App Sc in Viticulture","M.ApSc-Vt","Ag Office","100.000"
"BRED","MAPST","01/01/2017","MAPPSCMIXT","01/01/2017","A","M.App Science - 3/4 research","M.ASM-3/4r","ECMS Srvcs","100.000"
"BRED","MARCR","01/01/2013","MARCHRES","01/01/2013","A","M.Architecture - research","M.Arch-r","SchArcBuEn","100.000"
"BRED","MARCS","01/01/2013","MARCHST","01/01/2013","A","M.Architectural Studies","M.ArchSt","SchArcBuEn","100.000"
"BRED","MARTR","01/01/2015","MAENVST","01/01/2015","A","M.A in Environmental Studies","M.A Env St","Arts FAO","100.000"
"BRED","MARTR","01/01/2015","MAGEOG","01/01/2015","A","M.A in Physical Geography","M.A Ph Geo","Arts FAO","100.000"
"BRED","MARTR","01/01/2015","MAPSYCHOL","01/01/2015","A","M.A in Psychology","M.A Psych","Arts FAO","100.000"
"BRED","MARTR","01/01/2015","MART","01/01/2015","A","M.Arts","M.A","Arts FAO","100.000"
"BRED","MARTR","01/01/2015","MARTDRAMA","01/01/1901","I","M.Arts (Drama Studies)","M.A(Drama)","H&SS FO","100.000"
"BRED","MARTR","01/01/2015","MASIS","01/01/2015","A","M.A in Spatial Info Sci","M.A in SIS","Arts FAO","100.000"
"BRED","MARTR","01/01/2015","MGEOG","01/01/2005","I","M.Physical Geography","M.Phy Geog","H&SS FO","100.000"
"BRED","MBLDS","01/01/2013","MBLDGSC","01/01/2013","A","M.Building Science","M.BldgSc","SchArcBuEn","100.000"
"BRED","MCLSC","01/01/2017","MCLINSC","01/01/2017","A","M.Clinical Science","M.ClinSc","HlthMedSci","100.000"
"BRED","MCLSC","01/01/2017","MCLINSCOS","01/01/2017","A","M.Clinical Science(OS)","M.ClSc(OS)","HlthMedSci","100.000"
