"Acad_Group","Acad_Prog","Prog_Eff_Date","Acad_Plan","Eff_Date","Status","Descr","Short_Desc","Plan_Owner","Pct_Owned"
"CON","GDIMS","01/01/2005","GDINTMUSST","01/01/2005","I","GDip.Intercult Music Studies","GD.IMusSt","Elder SO","100.000"
"CON","GDJZP","01/01/2006","GDJAZZPERF","01/04/2000","A","GDip.Jazz Performance","GD.JazPerf","Eld Office","100.000"
"CON","GDMPP","08/08/2008","GDMUSPP","29/06/2005","A","GDip.Music (Perf & Pedagogy)","GDip.MusPP","Elder Sch","100.000"
"CON","GDMUE","01/01/2005","GDMUSED","01/01/2005","I","GDip.Music Education","GD.MusEd","Elder SO","100.000"
"CON","GDMUP","08/08/2008","GDMUSPERF","01/01/2006","A","GDip.Music Performance","GD.MusPerf","Music","100.000"
"CON","GDMUS","01/01/2005","GDMUSICLGY","01/01/2005","I","GDip.Musicology","GD.Musicol","Elder SO","100.000"
"CON","GDMUT","01/01/2005","GDMUSTH","01/01/2005","I","GDip.Music Theory","GD.MusThy","Elder SO","100.000"
"CON","GDRBS","01/01/2005","GDRADIOST","01/01/2005","I","GDip.Radio Broad Studies","GD.RadBSt","Elder SO","100.000"
"CON","HMU","01/01/2003","HBMUSIC","01/01/2002","I","B.Music - hons","B.Music -h","Elder SO","100.000"
"CON","HMUS","21/04/2017","HBMUS","03/09/2015","A","B.Music - hons","B.MusHons","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSCL","03/09/2015","A","B.Music(Classical Perf) - hons","HB.Mus(CP)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSCOMP","03/09/2015","A","B.Music(Composition) - hons","HB.Mus(Co)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSCV","04/09/2015","A","B.Music(Classical Voice)-hons","HBMus(CV)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSCVS","03/09/2015","I","B.Music(Class.Vocal St) - hons","HBMus(CVS)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSED","11/05/2011","A","B.Music Education - hons","B.MusEd -h","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSEDUC","03/09/2015","A","B.Music(Music Education)-hons","HB.Mus(ME)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSICOL","11/05/2011","A","B.Music(Musicology) - hons","HB.Musicol","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSJAZZ","03/09/2015","A","B.Music(Jazz Perf) - hons","HB.Mus(JP)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSMC","04/09/2015","A","B.Music(Music Comp) - hons","HBMus(MC)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSMEP","04/09/2015","A","B.Music(Mus Ed & Ped) - hons","HBMus(MEP)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSMPC","04/09/2015","A","B.Music(Mus Perf-Class) - hons","HBMus(MPC)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSMPJ","04/09/2015","A","B.Music(Mus Perf-Jazz) - hons","HBMus(MPJ)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSPERF","11/05/2011","A","B.Music (Performance)-honours","HB.Mus(P)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSPFPED","03/09/2015","A","B.Music(Perf/Pedagogy) - hons","HB.Mus(PP)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSPMCT","11/05/2011","A","B.Mus(Pop Mus/Cr Tech) - hons","HB.MusPMCT","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSSONIC","11/05/2011","A","B.Music(Sonic Arts) - hons","HB.Mus(SA)","Music","100.000"
"CON","HMUS","21/04/2017","HBMUSST","11/05/2011","A","B.Music Studies - hons","B.MusSt -h","Music","100.000"
"CON","HMUS","21/04/2017","HMUSCV","03/09/2015","A","B.Music(Classical Voice)-hons","HBMus(CV)","Music","100.000"
"CON","HMUSV","01/01/2006","HBMUSAC","01/01/2006","I","B.Music (Accompanying) - hons","HB.Mus(Ac)","Music","100.000"
"CON","HMUSV","01/01/2006","HBMUSTEA","01/01/2006","I","B.Music Teaching - hons","HB.Mus.Tea","Music","100.000"
"CON","HMUSV","01/01/2006","HBMUSTS","01/01/2006","I","B.Music Teaching (Sec) - hons","HB.MusT(S)","Music","100.000"
"CON","MMUPP","08/08/2008","MMUSPP","22/06/2005","A","M.Music (Perf & Pedagogy)","M.Mus (PP)","Elder Sch","100.000"
"CON","MMUPS","08/08/2008","MMUSPEST","09/04/2008","A","M.Music (Performance Studies)","M.Mus (PS)","Music","100.000"
"CON","MMUSP","01/01/2006","MMUSPERF","01/01/2006","A","M.Music (Performance)","M.Mus Perf","Music","100.000"
"CON","MMUST","01/01/2005","MMUSICTHRY","01/01/2005","I","M.Music Theory","M.MusThery","Elder SO","100.000"
"CON","NAAUD","01/07/2004","AUSCHOL","01/07/2004","I","Audition Plan - Scholarship","Aud Schol","Elder SO","100.000"
"CON","NAAUD","01/07/2004","AUSINGLEST","01/07/2004","I","Audition Plan - Single Studies","Aud Single","Elder SO","100.000"
"CON","PGAUD","01/07/2004","AUGDJAZZP","01/07/2004","I","Audition Plan - G.Dip.JazzPerf","Aud GDJazz","Elder SO","100.000"
"CON","PGAUD","01/07/2004","AUGDMUSPER","01/07/2004","I","Audition Plan - G.Dip Mus Perf","Aud GDMusP","Elder SO","100.000"
"CON","PGAUD","01/07/2004","AUMMUSPER","01/07/2004","I","Audition Plan - M.Music Perf","Aud M.MusP","Elder SO","100.000"
"CON","UGAUD","01/07/2004","AUBMUS","01/07/2004","I","Audition Plan - B.Mus New","Aud B.MusN","Elder SO","100.000"
"CON","UGAUD","01/07/2004","AUBMUSHONS","01/07/2004","I","Audition Plan - B.Mus (Hons)","Aud BMusH","Elder SO","100.000"
"CON","UGAUD","01/07/2004","AUDMUS","01/07/2004","I","Audition Plan - Dip.Mus","Aud D.Mus","Elder SO","100.000"
"CON","UGAUD","01/07/2004","AUDMUSJAZZ","01/07/2004","I","Audition Plan - Dip.Mus (Jazz)","Aud D.MusJ","Elder SO","100.000"
"DENT","BDS","01/01/2016","BDS","12/08/2016","A","B.Dental Surgery","B.D.S.","Dental","100.000"
"DENT","BDS","01/01/2016","BDSLATERYR","01/01/2016","A","BDS Award Bridging Program","BDS Bridg","Dental","100.000"
"DENT","BORAL","01/01/2016","BORALHLTH","12/08/2016","A","B.Oral Health","B.OralHlth","OralHealth","100.000"
"DENT","DIDEN","01/01/2016","DIPDENTTHY","01/01/2016","A","Dip.Dental Therapy","Dip.Den Th","Dental","100.000"
"DENT","DRCD","01/01/2017","DRCLINDEN","01/01/2017","A","D. Clinical Dentistry","D.Cl Dent","AdlDentSch","100.000"
"DENT","DRCLD","01/01/2017","DRCLINDENT","01/01/2016","A","D.Clinical Dentistry","D.ClinDent","Dental","100.000"
"DENT","GCDEN","01/01/2016","GCDENT","01/01/2016","A","GCert.Dentistry","GC.Dent","Dental","100.000"
"DENT","GCORH","01/01/2016","GCORHLTHSC","01/01/2016","A","GCert.Oral Health Science","GC.OHS","OralHealth","100.000"
"DENT","GDCLD","01/01/2016","GDCLINDEN","01/01/2016","A","GDip.Clinical Dentistry","GD.ClinDen","Dental","100.000"
"DENT","GDDSM","03/03/2016","GDDENSM","03/03/2016","A","GDip.Dental Sleep Medicine","GD.DenSM","Dental","100.000"
"DENT","GDFOD","01/01/2016","GDFORODON","01/01/2016","A","GDip.Forensic Odontology","GD.ForOdon","Dental","100.000"
"DENT","HSCD","17/12/2016","HBSCDENT","01/01/2016","A","B.Science (Dentistry) - hons","HB.ScDent","Dental","100.000"
"DENT","MDS","01/01/2016","MDS","01/01/2010","I","M.Dental Surgery","M.DentSur","Dent Off","100.000"
"DENT","MDS","01/01/2016","MDSCOM&PD","01/01/1901","I","M.DS (Com & Preventative Dent)","M.DS(C&P)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSCOMPROS","01/01/1901","I","M.DS (Combined Prosthodontics)","M.DS(CP)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSDMFR","01/01/1901","I","M.DS (Dent-Max-Fac Radiology)","M.DS(DMFR)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSENDODON","01/01/1901","I","M.DS (Endodontics)","M.DS(Endo)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSFORODON","14/01/2005","I","M.DS (Forensic Odontology)","M.DS(FoOd)","Dentistry","100.000"
"DENT","MDS","01/01/2016","MDSGENPRAC","01/01/2016","A","M.DS (Gen Dental Practice)","M.DS(GDP)","Dental","100.000"
"DENT","MDS","01/01/2016","MDSGERODON","01/01/2006","I","M.DS (Gerodontics)","M.DS(Gero)","Dent Grp","100.000"
"DENT","MDS","01/01/2016","MDSORALMAX","01/01/2010","I","M.DS (Oral & Maxilo Surg)","M.DS(OMFS)","Dent Off","100.000"
"DENT","MDS","01/01/2016","MDSORALPAT","14/01/2005","I","M.DS (Oral Pathology)","M.DS(OrPa)","Dentistry","100.000"
"DENT","MDS","01/01/2016","MDSORTHOD","14/01/2005","I","M.DS (Orthodontics)","M.DS(Orth)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSPAEDIAT","14/01/2005","I","M.DS (Paediatric Dentistry)","M.DS(Paed)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSPERIODO","14/01/2005","I","M.DS (Periodontics)","M.DS(Peri)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSPROSTHO","14/01/2005","I","M.DS (Prosthodontics)","M.DS(Pros)","DentOffice","100.000"
"DENT","MDS","01/01/2016","MDSTROPOPY","14/01/2005","I","M.DS (Tropical Oral Pathology)","M.DS(Trop)","DentOffice","100.000"
"DENT","NABCD","01/01/2016","BRIDGEDENT","01/01/2016","A","Bridging Course in Dentistry","BridgeDent","Dental","100.000"
"ECIC","BINEN","01/01/2013","BINNOVENT","01/01/2013","A","B.Innov. & Entrepreneurship","B.In&Ent","ECIC","100.000"
"ECIC","BINEN","01/01/2013","BINNOVENTR","01/01/2013","A","B.Innov. and Entrep(offshore)","B.In&E(OS)","ECIC","100.000"
"ECIC","BINNE","01/01/2013","BINNENT","22/03/2012","A","B.Innova. & Entrepreneurship","B.Inn&Entr","ECIC","100.000"
"ECIC","BINNE","01/01/2013","BINNENTOS","22/03/2012","A","B.Innova. and Entrep(offshore)","B.I&E(OS)","ECIC","100.000"
"ECIC","GCAPM","09/11/2015","GCAPM","01/01/2013","A","GCert.App Project Mgt","GC.APM","ECIC","100.000"
"ECIC","GCAPM","09/11/2015","GCAPMOL","01/01/2013","A","GCert.Applied Proj Mgt(OL)","GC.APM(OL)","ECIC","100.000"
"ECIC","GCAPM","09/11/2015","GCAPMOS","01/01/2013","A","GCert.App Proj Mgt(offshore)","GC.APM(OS)","ECIC","100.000"
"ECIC","GCIEN","01/01/2013","GCINNENT","01/01/2013","A","GCert.Innov. & Entrepren.","GC Inn&Ent","ECIC","100.000"
"ECIC","GCINN","01/01/2013","GCINENTR","01/01/2013","A","GCert. Inn & Entrepreneurship","GC In&Ent.","ECIC","100.000"
"ECIC","GCINN","01/01/2013","GCINENTROL","01/01/2013","A","GCert. Inn & Entrep (OL)","GC.I&E(OL)","ECIC","100.000"
"ECIC","GCPMO","01/01/2013","GCPMO","01/01/2013","A","GCert.Project Mgt","GC.ProjMan","ECIC","100.000"
"ECIC","GCSEI","01/01/2013","GCSOCEN&IN","01/01/2013","A","GCert.Social Entrep. & Innov.","GCert.SE&I","ECIC","100.000"
"ECIC","GCSTC","11/11/2013","GCCE","14/01/2005","I","GCert.Comm (Entrepreneurship)","GCertComEn","Eng Office","100.000"
"ECIC","GCSTC","11/11/2013","GCCIM","14/01/2005","I","GCert.Comm (Innov Mgt)","GCert.CIM","Eng Office","100.000"
"ECIC","GCSTC","11/11/2013","GCCSCT","14/01/2005","I","GCert.Comm (Science & Tech)","GCert.CS&T","Eng Office","100.000"
"ECIC","GCSTC","11/11/2013","GCSC&TCOM","11/11/2013","A","GCert. in Sc & Tech Commercial","GCert.ST&C","ECIC","100.000"
"ECIC","GCSTC","11/11/2013","GCSCTCOMOL","11/11/2013","A","GCert. in Sc & Tech Comm(OL)","GC.STC(OL)","ECIC","100.000"
"ECIC","GDAPM","09/11/2015","GDAPM","01/01/2013","A","GDip.App Project Mgt","GD.APM","ECIC","100.000"
"ECIC","GDAPM","09/11/2015","GDAPMOL","01/01/2013","A","GDip.Applied Proj Mgt(OL)","GD.APM(OL)","ECIC","100.000"
"ECIC","GDAPM","09/11/2015","GDAPMOS","01/01/2013","A","GDip.App Project Mgt(offshore)","GD.APM(OS)","ECIC","100.000"
"ECIC","GDINN","01/01/2013","GDINENTR","01/01/2013","A","GDip. Inn & Entrepreneurship","GD In&Ep.","ECIC","100.000"
"ECIC","GDINN","01/01/2013","GDINENTROL","01/01/2013","A","GDip. Inn & Entrep (OL)","GD.I&E(OL)","ECIC","100.000"
"ECIC","GDSTC","11/11/2013","GDCE","14/01/2005","I","GDip.Comm (Entrepreneurship)","GDip.CEnt","Eng Office","100.000"
"ECIC","GDSTC","11/11/2013","GDCIM","14/01/2005","I","GDip.Comm (Innov Mgt)","GDip.ComIM","Eng Office","100.000"
"ECIC","GDSTC","11/11/2013","GDCSCT","14/01/2005","I","GDip.Comm (Science & Tech)","GDip.CST","Eng Office","100.000"
"ECIC","GDSTC","11/11/2013","GDSC&TCOM","11/11/2013","A","GDip.Sc&Tech Commercialisation","GDip.STC","ECIC","100.000"
"ECIC","MAIE","13/03/2015","MAINENTR","01/01/2013","A","M.App Inn & Entrepreneurship","M.AppIn&E","ECIC","100.000"
"ECIC","MAIE","13/03/2015","MAINENTROL","01/01/2013","A","M.App Inn & Entrep (OL)","M.ApIE(OL)","ECIC","100.000"
"ECIC","MAIEA","01/01/2013","MAINENTRA","01/01/2013","A","M.App Inn & Entrep (Adv)","M.AppIn&EA","ECIC","100.000"
"ECIC","MAIEN","09/11/2015","MAPINEN","09/11/2015","A","M.Appl Inv & Entrp","M.AI&E","ECIC","100.000"
"ECIC","MAIEN","09/11/2015","MAPINENOL","09/11/2015","A","M.Appl Inv & Entrp (OL)","M.AI&E(OL)","ECIC","100.000"
"ECIC","MAPM","13/03/2015","MAPMOL","01/01/2013","A","M.Applied Proj Mgt(OL)","M.APM(OL)","ECIC","100.000"
"ECIC","MAPM","13/03/2015","MAPMOS","01/01/2013","A","M. Applied Proj Mgt (offshore)","M.APM (OS)","ECIC","100.000"
"ECIC","MAPM","13/03/2015","MAPPROJCLC","01/01/2013","A","M.App ProjMgt (Climate Change)","M.AppPM(C)","ECIC","100.000"
"ECIC","MAPM","13/03/2015","MAPPROJDEF","01/01/2013","A","M.App ProjMgmt (Defence)","M.AppPM(D)","ECIC","100.000"
"ECIC","MAPM","13/03/2015","MAPPROJMGT","01/01/2013","A","M.Applied Proj Mgt","M.App PMgt","ECIC","100.000"
"ECIC","MAPM","13/03/2015","MAPPROJMIN","01/01/2013","A","M.App ProjMgmt (Mining)","M.AppPM(M)","ECIC","100.000"
"ECIC","MAPMA","01/01/2013","MAPPRMAC","01/01/2013","A","M.App ProjMgtAdv (Climate Ch)","M.AppPMACC","ECIC","100.000"
"ECIC","MAPMA","01/01/2013","MAPPRMAD","01/01/2013","A","M.App ProjMgmt Adv (Defence)","M.AppPMAD","ECIC","100.000"
"ECIC","MAPMA","01/01/2013","MAPPRMAM","01/01/2013","A","M.App ProjMgmt Adv (Mining)","M.AppPMAM","ECIC","100.000"
"ECIC","MAPMA","01/01/2013","MAPPROJADV","01/01/2013","A","M.App Project Management (Adv)","M.AppPMgtA","ECIC","100.000"
"ECIC","MAPMP","07/10/2014","MAPMPSOL","08/10/2014","A","M.App Proj Mgt(Proj Sys)(OL)","M.APMPSOL","ECIC","100.000"
"ECIC","MAPMP","07/10/2014","MAPMPSOS","07/10/2014","A","M.App Proj Mgt(Proj Sys)(OS)","M.APMPSOS","ECIC","100.000"
"ECIC","MAPMP","07/10/2014","MAPPROJMPS","12/08/2011","A","M.App Project Mgt (Proj Sys)","M.APM(PS)","ECIC","100.000"
"ECIC","MENTR","01/01/2013","MENTRSHP","01/01/2013","A","M.Innov. and Entrepreneurship","M.In&Entr","ECIC","100.000"
"ECIC","MINEN","09/11/2015","MINENTR","10/11/2015","A","M. Innov. and Entrepreneurship","M. Inn&Ent","ECIC","100.000"
"ECIC","MINEN","09/11/2015","MINENTROL","09/11/2015","A","M. Innov. & Entrep(OL)","M.InEn(OL)","ECIC","100.000"
"ECIC","MPM","01/01/2013","MPM","01/01/2013","A","M.Project Management","MProjMgt","ECIC","100.000"
"ECIC","MPMSH","01/01/2013","MPMSHELL","01/01/2013","A","M. Project Management (Shell)","M.P.M.(Sh)","ECIC","100.000"
"ECIC","MSCTA","11/11/2013","MSCTCOMADV","11/11/2013","A","M.Sc & Tech Commercial (Adv)","M.Sc&TCAdv","ECIC","100.000"
"ECIC","MSCTC","11/11/2013","MSC&TCOMM","11/11/2013","A","M.Sc & Tech Commercialisation","M.Sc&TComm","ECIC","100.000"
"ECO","BEC","12/10/2012","BECON","01/01/2006","A","B.Economics","B.Ec","Sch Econ","100.000"
"ECO","BEC","12/10/2012","BECONOS","30/11/2012","A","B.Economics (Offshore)","B.Ec(OS)","Sch Econ","100.000"
"ECO","BECA","01/01/2016","BECONADV","12/11/2013","A","B.Economics (Advanced)","B.Ec(Adv)","Sch Econ","100.000"
"ECO","BECAB","01/01/2010","BECONIAB","01/01/2006","A","B.Ec (International Ag Bus)","B.Ec(IAB)","Sch Econ","100.000"
"ECO","BECBF","01/01/2010","BECONBFD1","01/01/2006","A","B.Economics with B.Finance","B.Ec/B.Fin","Sch Econ","100.000"
"ECO","BECBF","01/01/2010","BFINBECD1","01/01/2006","A","B.Finance with B.Economics","B.Fin/B.Ec","Sch Econ","100.000"
"ECO","GCAPE","02/08/2016","GCAPPECO","03/06/2016","A","GCert.Applied Economics","GC.AppEc","Sch Econ","100.000"
"ECO","GCECO","02/06/2016","GCECO","02/06/2016","A","GCert.Economics","GC.Ec","Sch Econ","100.000"
"ECO","GCIM","14/01/2005","GCINFMGT","14/01/2005","I","GCert.Infrastructure Managemnt","GC.Inf Mgt","Eco Office","100.000"
"ECO","GCINE","08/08/2008","GCINTECO","01/01/2006","A","GCert.International Economics","GC.IntEc","Sch Econ","100.000"
"ECO","GCITD","01/01/2016","GCINTRADEV","14/08/2009","A","GCert.Int. Trade & Dev.","GC.IT&D","Intl Trade","100.000"
"ECO","GDAEC","01/01/2010","GDADVECO","01/01/2010","I","GDip.Advanced Economics","GD.AdvEc","Sch Econ","100.000"
"ECO","GDAPE","08/08/2008","GDAPPECO","01/01/2006","A","GDip.Applied Economics","GD.AppEc","Sch Econ","100.000"
"ECO","GDECO","01/01/2006","GDECON","01/01/2006","A","GDip.Economics","GD.Ec","Sch Econ","100.000"
"ECO","GDINE","08/08/2008","GDINTECO","01/01/2006","A","GDip.International Economics","GD.IntEc","Sch Econ","100.000"
"ECO","GDITD","01/01/2016","GDINTRADEV","14/08/2009","A","GDip.Int. Trade & Dev.","GD.IT&D","Intl Trade","100.000"
"ECO","HEC","09/12/2013","HBEC","01/01/2006","A","B.Economics - honours","HB.Ec","Sch Econ","100.000"
"ECO","MAECI","05/05/2016","MAPPECINT","05/05/2016","A","M.Applied Economics (Intnatl)","M.AppEc(I)","Sch Econ","100.000"
"ECO","MAECO","02/08/2016","MADVECON","03/06/2016","A","M.Advanced Economics","M.AdvEcon","Sch Econ","100.000"
"ECO","MAEPP","05/05/2016","MAPPECPP","05/05/2016","A","M.App Economics(Public Policy)","M.AppEcPP","Sch Econ","100.000"
"ECO","MAPEC","02/06/2016","MAPPECO","02/06/2016","A","M.Applied Economics","M.AppEc","Sch Econ","100.000"
"ECO","MAPPE","02/08/2016","MAPPECON","03/06/2016","A","M. Applied Economics","M. AppEco","Sch Econ","100.000"
"ECO","MEC","01/01/2006","MECMIX12","14/01/2005","I","M.Economics  - 1/2 coursework","M.Ec-1/2c","Eco Office","100.000"
"ECO","MEC","01/01/2006","MECMIX34","01/01/1901","I","M.Economics - 3/4 coursework","M.Ec-3/4c","Eco Office","100.000"
"ECO","MECC","10/10/2013","MECCWK","10/10/2013","A","M.Economics - coursework","M.Ec-cwk","Sch Econ","100.000"
"ECO","MECO","02/06/2016","MECCSWK","02/06/2016","A","M.Economics (Coursework)","M.Ec(Cswk)","Sch Econ","100.000"
"ECO","MECQU","14/01/2005","MECQUAL","14/01/2005","I","M.Economics - qualifying","QM.Ec","Eco Office","100.000"
"ECO","MINTD","01/01/2015","MINTRDE","01/01/2015","A","M.Int. Trade & Development","M.Int T&D","Intl Trade","100.000"
"ECO","MITD","01/01/2016","MINTRADEV","14/08/2009","A","M.Int. Trade & Dev.","M.IT&D","Intl Trade","100.000"
"ECO","MRSEC","09/03/2011","MRSECO","09/03/2011","A","M.Research Studies (Economics)","M.ResStEco","Sch Econ","100.000"
"ECO","PCITR","01/01/2016","PCINTRADE","02/01/2007","A","PCert.International Trade","PCert.IntT","Intl Trade","100.000"
"ECO","PCPP","07/10/2014","PCPUBPOL","07/10/2014","A","PCert.Public Policy","PC.PubPol","Sch Econ","100.000"
"EDUC","BEDST","01/01/2006","PGBEDST","01/01/2006","A","B.Educational Studies","B.EdSt","Sch Educ","100.000"
"EDUC","BTBA","02/03/2009","BARTBTCH","01/01/2015","A","B.Arts with B.Teaching","BA/BTeach","Arts FAO","100.000"
"EDUC","BTBA","02/03/2009","BTCHBA","01/01/2006","A","B.Teaching with B.Arts","B.T/B.A","Sch Educ","100.000"
"EDUC","BTBEC","02/03/2009","BECONBTCH","01/01/2006","A","B.Economics with B.Teaching","BEc/BTch","Sch Econ","100.000"
"EDUC","BTBEC","02/03/2009","BTCHBEC","01/01/2006","A","B.Teaching with B.Economics","BT/BEc","Sch Educ","100.000"
"EDUC","BTBMC","01/01/2017","BSCMBTCH","01/01/2017","A","B.Math & Comp Sc with B.Teach","BM&CS/BT","ECMS Srvcs","100.000"
"EDUC","BTBMC","01/01/2017","BTCHBMCS","01/01/2006","A","B.Teaching with B.Math Comp Sc","BT/BMCS","Sch Educ","100.000"
"EDUC","BTBSC","02/03/2009","BSCIBTCH","01/01/2006","A","B.Science with B.Teaching","B.Sc/B.Tch","Sci Gen","100.000"
"EDUC","BTBSC","02/03/2009","BTCHBSC","01/01/2006","A","B.Teaching with B.Science","BT/BSc","Sch Educ","100.000"
"EDUC","BTBSS","17/10/2007","BSOCIALBT","01/01/2015","A","B.Social Sciences with B.Teach","B.SocS/BT","Arts FAO","100.000"
"EDUC","BTBSS","17/10/2007","BTCHBSOCS","01/01/2006","A","B.Teaching with B.Social Sc","B.T/B.SocS","Sch Educ","100.000"
"EDUC","BTEAC","01/01/2008","BTEACHING","01/01/2008","A","B.Teaching","B.Teaching","Sch Educ","100.000"
"EDUC","GCED","02/11/2010","GCEDMT","06/09/2010","A","GCert.Ed (Maths & Tech)","GC.Ed(M&T)","Sch Educ","100.000"
"EDUC","GCED","02/11/2010","GCEDST","06/09/2010","A","GCert.Ed (Science & Tech)","GC.Ed(S&T)","Sch Educ","100.000"
"EDUC","GCED","02/11/2010","GCEDUC","01/01/2006","A","GCert.Education","GCert.Ed","Sch Educ","100.000"
"EDUC","GCED","02/11/2010","GCEDUCOS","06/09/2010","A","GCert.Education (Offshore)","GC.Ed(OS)","Sch Educ","100.000"
"EDUC","GCEDA","14/01/2005","GCEDADMN","14/01/2005","I","GCert.Educational Admin","GC.EdAdm","Edu Office","100.000"
"EDUC","GCEDS","01/01/2010","GCEDUST","01/01/2010","I","GCert.Educational Studies","GC.EdSt","Sch Educ","100.000"
"EDUC","GCEHE","01/01/2015","GCEDHIGHED","01/01/2015","A","GCert.Ed (Higher Education)","GC.Ed(HE)","Sch Educ","50.000"
"EDUC","GCEHE","01/01/2015","GCEDHIGHED","01/01/2015","A","GCert.Ed (Higher Education)","GC.Ed(HE)","Profession","50.000"
"EDUC","GCONL","01/01/2015","GCONLL","01/01/2015","A","GCert.Online Learning (H.Ed.)","GCOnline","Sch Educ","100.000"
"EDUC","GDEAD","01/01/2010","GDEDADMIN","01/01/2010","I","GDip.Educational Admin","GD.EdAdmin","Sch Educ","100.000"
"EDUC","GDEDU","01/02/2012","GDEDJAZZ","01/01/1901","I","GDip.of Education (Jazz)","GD.Ed(Jaz)","Eld Office","100.000"
"EDUC","GDEDU","01/02/2012","GRADDIPED","01/01/2006","A","GDip.Education","GD.Educn","Sch Educ","100.000"
"EDUC","GDES","06/09/2010","GDEDUCST","06/09/2010","A","GDip.Education Studies","GD.EdSt","Sch Educ","100.000"
"EDUC","GDES","06/09/2010","GDEDUCSTOS","06/09/2010","A","GDip.Educ. Studies(Offshore)","GD.EdSt OS","Sch Educ","100.000"
"EDUC","MEDAD","14/01/2005","MEDEDADMIN","14/01/2005","I","M.Educational Administration","M.Ed Admin","Edu Office","100.000"
"EDUC","MEDC","06/09/2010","MEDCMT","06/09/2010","A","M.Ed (Maths & Tech)","M.Ed (M&T)","Sch Educ","100.000"
"EDUC","MEDC","06/09/2010","MEDCST","06/09/2010","A","M.Ed (Science & Tech)","M.Ed(Sc&T)","Sch Educ","100.000"
"EDUC","MEDC","06/09/2010","MEDUCC","01/01/2010","I","M.Education - c","M.Ed (cwk)","Sch Educ","100.000"
"EDUC","MEDR","12/08/2011","MEDRSCH","12/08/2011","A","M.Educational Research","M.Ed Rsch","Sch Educ","100.000"
"EDUC","MEDST","06/09/2010","MEDST","06/09/2010","A","M.Educational Studies","M.EdSt","Sch Educ","100.000"
"EDUC","MEDUC","06/09/2010","MEDUC","06/09/2010","A","M.Education","M.Educ","Sch Educ","100.000"
"EDUC","MEDUC","06/09/2010","MEDUCOS","06/09/2010","A","M.Education (Offshore)","M.Educ(OS)","Sch Educ","100.000"
"EDUC","MEDUC","06/09/2010","MEDUCT","03/08/2017","A","M.Education (Teaching)","M.Ed(T)","Sch Educ","100.000"
"EDUC","MTEAC","29/05/2016","MTEACHING","12/04/2016","A","M.Teaching","M.Teaching","Sch Educ","100.000"
"EDUC","PCED","01/01/2016","PCEDUC","12/09/2011","A","PCert.Education","PCert.Ed","Sch Educ","100.000"
"EDUC","UAPP","01/12/2011","UAPP","15/09/2016","A","UoA Preparatory Program","UAPP","Sch Educ","100.000"
"ENG","BEBA1","01/01/2017","BECHEMICBA","01/01/2017","A","BE(Honours)(Chemical) & BArts","BEH(Ch)&BA","ECMS Srvcs","100.000"
"ENG","BEBA2","01/01/2017","BECIVENVBA","02/01/2015","A","BE(Honours)(CivEnv) & BArts","BEH(CE)&BA","CE&M Eng","100.000"
"ENG","BEBA3","01/01/2017","BECIVILEBA","02/01/2015","A","BE(Honours)(CivilSt) & BArts","BEH(Ci)&BA","CE&M Eng","100.000"
"ENG","BEBA4","01/01/2017","BECOMSYSBA","01/01/2017","A","BE(Honours)(CompSys) & BArts","BEH(CS)&BA","ECMS Srvcs","100.000"
"ENG","BEBA5","01/01/2017","BEELEC&EBA","01/01/2017","A","BE(Honours)(E&E) & BArts","BEH(EE)&BA","ECMS Srvcs","100.000"
"ENG","BEBA6","01/01/2017","BEMECHANBA","01/01/2017","A","BE(Honours)(Mech) & BArts","BEH(Me)&BA","ECMS Srvcs","100.000"
"ENG","BEBA7","01/01/2017","BEMECHATBA","01/01/2017","A","BE(Honours)(Mechat) & BArts","BEH(Mt)&BA","ECMS Srvcs","100.000"
"ENG","BEBA8","01/01/2017","BEINFT&TBA","01/01/2017","A","BE(Honours)(Telecom) & BArts","BEH(Te)&BA","ECMS Srvcs","100.000"
"ENG","BEBA9","01/01/2017","BEAEROSPBA","01/01/2017","A","BE(Honours)(MechAero) & BArts","BEH(MA)&BA","ECMS Srvcs","100.000"
